run_id,fixture,input_id,rep,model,rendering,reasoning_budget,temperature,runner_type,status,stop_reason,quality,payload_status,fidelity,comprehension,degradation_mode,quality_rate,comprehension_rate,sequence_rate,conditional_rate,redundancy_ratio,expected_branch,observed_branch,n_expected_steps,n_observed_steps,wall_clock_ms,tokens_in,tokens_out,cell
w2-branching-support-routing-r13-20260824T171238-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep01,support-routing,r13,1,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,pass,OK,pass,not_checkable,none,1.0,,1.0,,1.0,,,1.0,1.0,24974.0,21340.0,739.0,support-routing|r13|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r13-20260824T171303-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep02,support-routing,r13,2,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.375,0.0,0.0,1.0,1.0,,,1.0,1.0,25410.0,21340.0,799.0,support-routing|r13|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r13-20260824T171330-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep01,support-routing,r13,1,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.375,0.0,0.0,0.0,1.0,,,1.0,1.0,26418.0,21557.0,771.0,support-routing|r13|granite-4.1-8b|prose-generated
w2-branching-support-routing-r13-20260824T171356-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep02,support-routing,r13,2,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.375,0.0,0.0,0.0,1.0,,,1.0,1.0,25826.0,21557.0,815.0,support-routing|r13|granite-4.1-8b|prose-generated
w2-branching-support-routing-r14-20260824T171410-granite-4.1-8b-llama-granite-4.1-8b-L0-rep01,support-routing,r14,1,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,13987.0,2919.0,597.0,support-routing|r14|granite-4.1-8b|L0
w2-branching-support-routing-r14-20260824T171423-granite-4.1-8b-llama-granite-4.1-8b-L0-rep02,support-routing,r14,2,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,13531.0,2919.0,669.0,support-routing|r14|granite-4.1-8b|L0
w2-branching-support-routing-r14-20260824T171441-granite-4.1-8b-llama-granite-4.1-8b-L1-rep01,support-routing,r14,1,granite-4.1-8b,L1,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,17281.0,2928.0,849.0,support-routing|r14|granite-4.1-8b|L1
w2-branching-support-routing-r14-20260824T171454-granite-4.1-8b-llama-granite-4.1-8b-L1-rep02,support-routing,r14,2,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,pass,not_checkable,wrong-value,0.875,,1.0,,1.0,,,1.0,1.0,13609.0,2928.0,670.0,support-routing|r14|granite-4.1-8b|L1
w2-branching-support-routing-r14-20260824T171526-granite-4.1-8b-llama-granite-4.1-8b-L2-rep01,support-routing,r14,1,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,31716.0,3321.0,1516.0,support-routing|r14|granite-4.1-8b|L2
w2-branching-support-routing-r14-20260824T171557-granite-4.1-8b-llama-granite-4.1-8b-L2-rep02,support-routing,r14,2,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,pass,pass,wrong-value,0.875,1.0,1.0,1.0,1.0,,,1.0,1.0,30482.0,3321.0,1471.0,support-routing|r14|granite-4.1-8b|L2
w2-branching-support-routing-r14-20260824T171621-granite-4.1-8b-llama-granite-4.1-8b-L3-rep01,support-routing,r14,1,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.75,,0.0,,0.0,,,1.0,0.0,23965.0,9709.0,840.0,support-routing|r14|granite-4.1-8b|L3
w2-branching-support-routing-r14-20260824T171643-granite-4.1-8b-llama-granite-4.1-8b-L3-rep02,support-routing,r14,2,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,21775.0,9709.0,888.0,support-routing|r14|granite-4.1-8b|L3
w2-branching-support-routing-r14-20260824T171711-granite-4.1-8b-llama-granite-4.1-8b-L4-rep01,support-routing,r14,1,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.625,,0.0,,0.0,,,1.0,0.0,28101.0,11512.0,1042.0,support-routing|r14|granite-4.1-8b|L4
w2-branching-support-routing-r14-20260824T171728-granite-4.1-8b-llama-granite-4.1-8b-L4-rep02,support-routing,r14,2,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.625,1.0,0.0,0.0,1.0,,,1.0,1.0,17128.0,11512.0,664.0,support-routing|r14|granite-4.1-8b|L4
w2-branching-support-routing-r14-20260824T171746-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep01,support-routing,r14,1,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.75,1.0,0.0,0.0,1.0,,,1.0,1.0,17576.0,2770.0,801.0,support-routing|r14|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r14-20260824T171802-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep02,support-routing,r14,2,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.75,1.0,0.0,0.0,1.0,,,1.0,1.0,15931.0,2770.0,788.0,support-routing|r14|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r14-20260824T171818-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep01,support-routing,r14,1,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,pass,not_checkable,wrong-value,0.875,,1.0,,1.0,,,1.0,1.0,15904.0,2987.0,732.0,support-routing|r14|granite-4.1-8b|prose-generated
w2-branching-support-routing-r14-20260824T171833-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep02,support-routing,r14,2,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,pass,pass,wrong-value,0.875,1.0,1.0,0.5,1.0,,,1.0,1.0,15113.0,2987.0,742.0,support-routing|r14|granite-4.1-8b|prose-generated
w2-branching-support-routing-r15-20260824T171851-granite-4.1-8b-llama-granite-4.1-8b-L0-rep01,support-routing,r15,1,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,18255.0,2789.0,819.0,support-routing|r15|granite-4.1-8b|L0
w2-branching-support-routing-r15-20260824T171905-granite-4.1-8b-llama-granite-4.1-8b-L0-rep02,support-routing,r15,2,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,13803.0,2789.0,679.0,support-routing|r15|granite-4.1-8b|L0
w2-branching-support-routing-r15-20260824T171926-granite-4.1-8b-llama-granite-4.1-8b-L1-rep01,support-routing,r15,1,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,pass,not_checkable,wrong-value,0.875,,1.0,,1.0,,,1.0,1.0,20720.0,2798.0,1014.0,support-routing|r15|granite-4.1-8b|L1
w2-branching-support-routing-r15-20260824T171939-granite-4.1-8b-llama-granite-4.1-8b-L1-rep02,support-routing,r15,2,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,13155.0,2798.0,647.0,support-routing|r15|granite-4.1-8b|L1
w2-branching-support-routing-r15-20260824T172012-granite-4.1-8b-llama-granite-4.1-8b-L2-rep01,support-routing,r15,1,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,pass,pass,wrong-value,0.875,1.0,1.0,1.0,1.0,,,1.0,1.0,33237.0,3191.0,1604.0,support-routing|r15|granite-4.1-8b|L2
w2-branching-support-routing-r15-20260824T172039-granite-4.1-8b-llama-granite-4.1-8b-L2-rep02,support-routing,r15,2,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,26630.0,3191.0,1295.0,support-routing|r15|granite-4.1-8b|L2
w2-branching-support-routing-r15-20260824T172117-granite-4.1-8b-llama-granite-4.1-8b-L3-rep01,support-routing,r15,1,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.75,,0.0,,0.0,,,1.0,0.0,38059.0,9579.0,1411.0,support-routing|r15|granite-4.1-8b|L3
w2-branching-support-routing-r15-20260824T172152-granite-4.1-8b-llama-granite-4.1-8b-L3-rep02,support-routing,r15,2,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.5,,0.0,,0.0,,,1.0,0.0,35463.0,9579.0,1441.0,support-routing|r15|granite-4.1-8b|L3
w2-branching-support-routing-r15-20260824T172227-granite-4.1-8b-llama-granite-4.1-8b-L4-rep01,support-routing,r15,1,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.375,,0.0,,0.0,,,1.0,0.0,34343.0,11382.0,1302.0,support-routing|r15|granite-4.1-8b|L4
w2-branching-support-routing-r15-20260824T172257-granite-4.1-8b-llama-granite-4.1-8b-L4-rep02,support-routing,r15,2,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.625,,0.0,,0.0,,,1.0,0.0,30595.0,11382.0,1191.0,support-routing|r15|granite-4.1-8b|L4
w2-branching-support-routing-r15-20260824T172324-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep01,support-routing,r15,1,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.75,1.0,0.0,0.0,1.0,,,1.0,1.0,26315.0,2640.0,1239.0,support-routing|r15|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r15-20260824T172343-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep02,support-routing,r15,2,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,pass,pass,wrong-value,0.875,1.0,1.0,1.0,1.0,,,1.0,1.0,18722.0,2640.0,923.0,support-routing|r15|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r15-20260824T172359-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep01,support-routing,r15,1,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.875,1.0,0.0,0.0,0.0,,,1.0,0.0,16400.0,2857.0,760.0,support-routing|r15|granite-4.1-8b|prose-generated
w2-branching-support-routing-r15-20260824T172412-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep02,support-routing,r15,2,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,pass,pass,wrong-value,0.875,1.0,1.0,1.0,1.0,,,1.0,1.0,13171.0,2857.0,651.0,support-routing|r15|granite-4.1-8b|prose-generated
w2-branching-support-routing-r16-20260824T172430-granite-4.1-8b-llama-granite-4.1-8b-L0-rep01,support-routing,r16,1,granite-4.1-8b,L0,0,0.2,api,done,stop,pass,OK,pass,not_checkable,none,1.0,,1.0,,1.0,,,1.0,1.0,17242.0,2833.0,785.0,support-routing|r16|granite-4.1-8b|L0
w2-branching-support-routing-r16-20260824T172444-granite-4.1-8b-llama-granite-4.1-8b-L0-rep02,support-routing,r16,2,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.75,,0.0,,0.0,,,1.0,0.0,14843.0,2833.0,732.0,support-routing|r16|granite-4.1-8b|L0
w2-branching-support-routing-r16-20260824T172456-granite-4.1-8b-llama-granite-4.1-8b-L1-rep01,support-routing,r16,1,granite-4.1-8b,L1,0,0.2,api,done,stop,pass,OK,pass,not_checkable,none,1.0,,1.0,,1.0,,,1.0,1.0,11860.0,2842.0,583.0,support-routing|r16|granite-4.1-8b|L1
w2-branching-support-routing-r16-20260824T172511-granite-4.1-8b-llama-granite-4.1-8b-L1-rep02,support-routing,r16,2,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.625,0.0,0.0,1.0,1.0,,,1.0,1.0,14270.0,2842.0,701.0,support-routing|r16|granite-4.1-8b|L1
w2-branching-support-routing-r16-20260824T172539-granite-4.1-8b-llama-granite-4.1-8b-L2-rep01,support-routing,r16,1,granite-4.1-8b,L2,0,0.2,api,done,stop,pass,OK,pass,pass,none,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,28011.0,3235.0,1340.0,support-routing|r16|granite-4.1-8b|L2
w2-branching-support-routing-r16-20260824T172552-granite-4.1-8b-llama-granite-4.1-8b-L2-rep02,support-routing,r16,2,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.625,,0.0,,0.0,,,1.0,0.0,12782.0,3235.0,626.0,support-routing|r16|granite-4.1-8b|L2
w2-branching-support-routing-r16-20260824T172619-granite-4.1-8b-llama-granite-4.1-8b-L3-rep01,support-routing,r16,1,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,,fail,not_checkable,wrong-value,0.125,,0.0,,0.0,,,1.0,0.0,27898.0,9623.0,1005.0,support-routing|r16|granite-4.1-8b|L3
w2-branching-support-routing-r16-20260824T172644-granite-4.1-8b-llama-granite-4.1-8b-L3-rep02,support-routing,r16,2,granite-4.1-8b,L3,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,24809.0,9623.0,1013.0,support-routing|r16|granite-4.1-8b|L3
w2-branching-support-routing-r16-20260824T172704-granite-4.1-8b-llama-granite-4.1-8b-L4-rep01,support-routing,r16,1,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,19480.0,11426.0,715.0,support-routing|r16|granite-4.1-8b|L4
w2-branching-support-routing-r16-20260824T172731-granite-4.1-8b-llama-granite-4.1-8b-L4-rep02,support-routing,r16,2,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.625,0.0,0.0,1.0,1.0,,,1.0,1.0,27149.0,11426.0,1059.0,support-routing|r16|granite-4.1-8b|L4
w2-branching-support-routing-r16-20260824T172744-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep01,support-routing,r16,1,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.625,0.0,0.0,1.0,1.0,,,1.0,1.0,13348.0,2684.0,620.0,support-routing|r16|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r16-20260824T172759-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep02,support-routing,r16,2,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.625,0.0,0.0,1.0,1.0,,,1.0,1.0,14470.0,2684.0,720.0,support-routing|r16|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r16-20260824T172816-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep01,support-routing,r16,1,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,pass,OK,pass,pass,none,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,17339.0,2901.0,809.0,support-routing|r16|granite-4.1-8b|prose-generated
w2-branching-support-routing-r16-20260824T172832-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep02,support-routing,r16,2,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,pass,OK,pass,pass,none,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,15580.0,2901.0,770.0,support-routing|r16|granite-4.1-8b|prose-generated
w2-branching-support-routing-r17-20260824T172848-granite-4.1-8b-llama-granite-4.1-8b-L0-rep01,support-routing,r17,1,granite-4.1-8b,L0,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,15469.0,3196.0,672.0,support-routing|r17|granite-4.1-8b|L0
w2-branching-support-routing-r17-20260824T172901-granite-4.1-8b-llama-granite-4.1-8b-L0-rep02,support-routing,r17,2,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,13710.0,3196.0,665.0,support-routing|r17|granite-4.1-8b|L0
w2-branching-support-routing-r17-20260824T172915-granite-4.1-8b-llama-granite-4.1-8b-L1-rep01,support-routing,r17,1,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,14151.0,3205.0,687.0,support-routing|r17|granite-4.1-8b|L1
w2-branching-support-routing-r17-20260824T172928-granite-4.1-8b-llama-granite-4.1-8b-L1-rep02,support-routing,r17,2,granite-4.1-8b,L1,0,0.2,api,done,stop,pass,OK,pass,not_checkable,none,1.0,,1.0,,1.0,,,1.0,1.0,12237.0,3205.0,592.0,support-routing|r17|granite-4.1-8b|L1
w2-branching-support-routing-r17-20260824T173004-granite-4.1-8b-llama-granite-4.1-8b-L2-rep01,support-routing,r17,1,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.875,1.0,0.0,0.0,0.0,,,1.0,0.0,35762.0,3598.0,1685.0,support-routing|r17|granite-4.1-8b|L2
w2-branching-support-routing-r17-20260824T173039-granite-4.1-8b-llama-granite-4.1-8b-L2-rep02,support-routing,r17,2,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.875,1.0,0.0,0.0,1.0,,,1.0,1.0,35434.0,3598.0,1681.0,support-routing|r17|granite-4.1-8b|L2
w2-branching-support-routing-r17-20260824T173113-granite-4.1-8b-llama-granite-4.1-8b-L3-rep01,support-routing,r17,1,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,34065.0,9986.0,1231.0,support-routing|r17|granite-4.1-8b|L3
w2-branching-support-routing-r17-20260824T173148-granite-4.1-8b-llama-granite-4.1-8b-L3-rep02,support-routing,r17,2,granite-4.1-8b,L3,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,34282.0,9986.0,1376.0,support-routing|r17|granite-4.1-8b|L3
w2-branching-support-routing-r17-20260824T173204-granite-4.1-8b-llama-granite-4.1-8b-L4-rep01,support-routing,r17,1,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.75,,0.0,,0.0,,,1.0,0.0,16482.0,11789.0,598.0,support-routing|r17|granite-4.1-8b|L4
w2-branching-support-routing-r17-20260824T173353-granite-4.1-8b-llama-granite-4.1-8b-L4-rep02,support-routing,r17,2,granite-4.1-8b,L4,0,0.2,api,done,length,not_checkable,,fail,not_checkable,no-output,,,0.0,,0.0,,,1.0,0.0,109171.0,11789.0,4096.0,support-routing|r17|granite-4.1-8b|L4
w2-branching-support-routing-r17-20260824T173410-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep01,support-routing,r17,1,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,pass,OK,pass,pass,none,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,16568.0,3047.0,758.0,support-routing|r17|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r17-20260824T173424-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep02,support-routing,r17,2,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.875,1.0,0.0,0.0,1.0,,,1.0,1.0,14339.0,3047.0,703.0,support-routing|r17|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r17-20260824T173437-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep01,support-routing,r17,1,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,pass,OK,pass,pass,none,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,12877.0,3264.0,580.0,support-routing|r17|granite-4.1-8b|prose-generated
w2-branching-support-routing-r17-20260824T173452-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep02,support-routing,r17,2,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.875,1.0,0.0,0.0,0.0,,,1.0,0.0,14742.0,3264.0,713.0,support-routing|r17|granite-4.1-8b|prose-generated
w2-branching-support-routing-r18-20260824T173511-granite-4.1-8b-llama-granite-4.1-8b-L0-rep01,support-routing,r18,1,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,1.0,,,1.0,1.0,19273.0,2860.0,881.0,support-routing|r18|granite-4.1-8b|L0
w2-branching-support-routing-r18-20260824T173525-granite-4.1-8b-llama-granite-4.1-8b-L0-rep02,support-routing,r18,2,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,13547.0,2860.0,666.0,support-routing|r18|granite-4.1-8b|L0
w2-branching-support-routing-r18-20260824T173540-granite-4.1-8b-llama-granite-4.1-8b-L1-rep01,support-routing,r18,1,granite-4.1-8b,L1,0,0.2,api,done,stop,pass,OK,fail,pass,none,1.0,1.0,0.0,0.0,0.0,,,1.0,0.0,14971.0,2869.0,733.0,support-routing|r18|granite-4.1-8b|L1
w2-branching-support-routing-r18-20260824T173553-granite-4.1-8b-llama-granite-4.1-8b-L1-rep02,support-routing,r18,2,granite-4.1-8b,L1,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,13439.0,2869.0,662.0,support-routing|r18|granite-4.1-8b|L1
w2-branching-support-routing-r18-20260824T173613-granite-4.1-8b-llama-granite-4.1-8b-L2-rep01,support-routing,r18,1,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.75,1.0,0.0,0.0,0.0,,,1.0,0.0,19276.0,3262.0,924.0,support-routing|r18|granite-4.1-8b|L2
w2-branching-support-routing-r18-20260824T173630-granite-4.1-8b-llama-granite-4.1-8b-L2-rep02,support-routing,r18,2,granite-4.1-8b,L2,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,17040.0,3262.0,825.0,support-routing|r18|granite-4.1-8b|L2
w2-branching-support-routing-r18-20260824T173702-granite-4.1-8b-llama-granite-4.1-8b-L3-rep01,support-routing,r18,1,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,32369.0,9650.0,1176.0,support-routing|r18|granite-4.1-8b|L3
w2-branching-support-routing-r18-20260824T173730-granite-4.1-8b-llama-granite-4.1-8b-L3-rep02,support-routing,r18,2,granite-4.1-8b,L3,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,27674.0,9650.0,1121.0,support-routing|r18|granite-4.1-8b|L3
w2-branching-support-routing-r18-20260824T173749-granite-4.1-8b-llama-granite-4.1-8b-L4-rep01,support-routing,r18,1,granite-4.1-8b,L4,0,0.2,api,done,stop,pass,OK,fail,not_checkable,none,1.0,,0.0,,0.0,,,1.0,0.0,18568.0,11453.0,683.0,support-routing|r18|granite-4.1-8b|L4
w2-branching-support-routing-r18-20260824T173807-granite-4.1-8b-llama-granite-4.1-8b-L4-rep02,support-routing,r18,2,granite-4.1-8b,L4,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.875,,0.0,,0.0,,,1.0,0.0,18715.0,11453.0,734.0,support-routing|r18|granite-4.1-8b|L4
w2-branching-support-routing-r18-20260824T173827-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep01,support-routing,r18,1,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,fail,OK,fail,pass,wrong-value,0.875,1.0,0.0,0.0,1.0,,,1.0,1.0,19174.0,2711.0,896.0,support-routing|r18|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r18-20260824T173843-granite-4.1-8b-llama-granite-4.1-8b-prose-mechanical-rep02,support-routing,r18,2,granite-4.1-8b,prose-mechanical,0,0.2,api,done,stop,pass,OK,pass,not_checkable,none,1.0,,1.0,,1.0,,,1.0,1.0,16852.0,2711.0,834.0,support-routing|r18|granite-4.1-8b|prose-mechanical
w2-branching-support-routing-r18-20260824T173905-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep01,support-routing,r18,1,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.75,,0.0,,0.0,,,1.0,0.0,21599.0,2928.0,1016.0,support-routing|r18|granite-4.1-8b|prose-generated
w2-branching-support-routing-r18-20260824T173919-granite-4.1-8b-llama-granite-4.1-8b-prose-generated-rep02,support-routing,r18,2,granite-4.1-8b,prose-generated,0,0.2,api,done,stop,pass,OK,pass,not_checkable,none,1.0,,1.0,,1.0,,,1.0,1.0,13692.0,2928.0,672.0,support-routing|r18|granite-4.1-8b|prose-generated
w2-branching-support-routing-r19-20260824T173932-granite-4.1-8b-llama-granite-4.1-8b-L0-rep01,support-routing,r19,1,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.5,,0.0,,0.0,,,1.0,0.0,13201.0,3936.0,538.0,support-routing|r19|granite-4.1-8b|L0
w2-branching-support-routing-r19-20260824T173944-granite-4.1-8b-llama-granite-4.1-8b-L0-rep02,support-routing,r19,2,granite-4.1-8b,L0,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.5,,0.0,,1.0,,,1.0,1.0,12039.0,3936.0,578.0,support-routing|r19|granite-4.1-8b|L0
w2-branching-support-routing-r19-20260824T174001-granite-4.1-8b-llama-granite-4.1-8b-L1-rep01,support-routing,r19,1,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.625,,0.0,,1.0,,,1.0,1.0,16705.0,3945.0,798.0,support-routing|r19|granite-4.1-8b|L1
w2-branching-support-routing-r19-20260824T174015-granite-4.1-8b-llama-granite-4.1-8b-L1-rep02,support-routing,r19,2,granite-4.1-8b,L1,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.5,,0.0,,0.0,,,1.0,0.0,14505.0,3945.0,693.0,support-routing|r19|granite-4.1-8b|L1
w2-branching-support-routing-r19-20260824T174030-granite-4.1-8b-llama-granite-4.1-8b-L2-rep01,support-routing,r19,1,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,not_checkable,wrong-value,0.5,,0.0,,1.0,,,1.0,1.0,14129.0,4338.0,658.0,support-routing|r19|granite-4.1-8b|L2
w2-branching-support-routing-r19-20260824T174048-granite-4.1-8b-llama-granite-4.1-8b-L2-rep02,support-routing,r19,2,granite-4.1-8b,L2,0,0.2,api,done,stop,fail,OK,fail,fail,wrong-value,0.5,0.0,0.0,1.0,1.0,,,1.0,1.0,18327.0,4338.0,857.0,support-routing|r19|granite-4.1-8b|L2
